年,品目,都道府県,作付面積・収穫面積（a）,出荷量（千本、千鉢、千球）
1994,切り花類_ばら,香川県,3,2390
1995,切り花類_ばら,香川県,NA,NA
1996,切り花類_ばら,香川県,NA,NA
1997,切り花類_ばら,香川県,3,2050
1998,切り花類_ばら,香川県,NA,NA
1999,切り花類_ばら,香川県,3,2120
2000,切り花類_ばら,香川県,3,1870
2001,切り花類_ばら,香川県,3,1870
2002,切り花類_ばら,香川県,278,1890
2003,切り花類_ばら,香川県,263,1820
2004,切り花類_ばら,香川県,246,1620
2005,切り花類_ばら,香川県,NA,NA
2006,切り花類_ばら,香川県,NA,NA
2007,切り花類_ばら,香川県,292,2320
2008,切り花類_ばら,香川県,NA,NA
2009,切り花類_ばら,香川県,NA,NA
2010,切り花類_ばら,香川県,292,1790
2011,切り花類_ばら,香川県,NA,NA
2012,切り花類_ばら,香川県,NA,NA
2013,切り花類_ばら,香川県,282,1690
2014,切り花類_ばら,香川県,NA,NA
2015,切り花類_ばら,香川県,NA,NA
2016,切り花類_ばら,香川県,144,873
2017,切り花類_ばら,香川県,NA,NA
2018,切り花類_ばら,香川県,NA,NA
2019,切り花類_ばら,香川県,92,510
2020,切り花類_ばら,香川県,NA,NA
2021,切り花類_ばら,香川県,NA,NA
1985,切り花類_ばら,愛媛県,3,2750
1986,切り花類_ばら,愛媛県,NA,NA
1987,切り花類_ばら,愛媛県,NA,NA
1988,切り花類_ばら,愛媛県,4,4620
1989,切り花類_ばら,愛媛県,NA,NA
1990,切り花類_ばら,愛媛県,5,4360
1991,切り花類_ばら,愛媛県,7,4920
1992,切り花類_ばら,愛媛県,11,8560
1993,切り花類_ばら,愛媛県,13,8520
1994,切り花類_ばら,愛媛県,13,10500
1995,切り花類_ばら,愛媛県,12,11700
1996,切り花類_ばら,愛媛県,12,11800
1997,切り花類_ばら,愛媛県,12,11900
1998,切り花類_ばら,愛媛県,13,13000
1999,切り花類_ばら,愛媛県,13,13200
2000,切り花類_ばら,愛媛県,13,12700
2001,切り花類_ばら,愛媛県,12,12400
2002,切り花類_ばら,愛媛県,1300,13700
2003,切り花類_ばら,愛媛県,1440,13300
2004,切り花類_ばら,愛媛県,1470,14700
2005,切り花類_ばら,愛媛県,1500,14000
2006,切り花類_ばら,愛媛県,1480,14500
2007,切り花類_ばら,愛媛県,1590,14800
2008,切り花類_ばら,愛媛県,1440,16500
2009,切り花類_ばら,愛媛県,1270,14200
2010,切り花類_ばら,愛媛県,1250,13600
2011,切り花類_ばら,愛媛県,1270,13300
2012,切り花類_ばら,愛媛県,1270,12900
2013,切り花類_ばら,愛媛県,1270,13400
2014,切り花類_ばら,愛媛県,1260,14000
2015,切り花類_ばら,愛媛県,1250,13700
2016,切り花類_ばら,愛媛県,1230,13000
2017,切り花類_ばら,愛媛県,1230,13000
2018,切り花類_ばら,愛媛県,1280,13600
2019,切り花類_ばら,愛媛県,1280,12700
2020,切り花類_ばら,愛媛県,1230,11100
2021,切り花類_ばら,愛媛県,1240,10900
1985,切り花類_ばら,高知県,3,2250
1986,切り花類_ばら,高知県,NA,NA
1987,切り花類_ばら,高知県,NA,NA
1988,切り花類_ばら,高知県,4,3510
1989,切り花類_ばら,高知県,NA,NA
1990,切り花類_ばら,高知県,5,4300
1991,切り花類_ばら,高知県,5,5130
1992,切り花類_ばら,高知県,5,5070
1993,切り花類_ばら,高知県,6,5980
1994,切り花類_ばら,高知県,6,5650
1995,切り花類_ばら,高知県,6,5650
1996,切り花類_ばら,高知県,5,4650
1997,切り花類_ばら,高知県,5,4360
1998,切り花類_ばら,高知県,5,4150
1999,切り花類_ばら,高知県,5,4470
2000,切り花類_ばら,高知県,4,4000
2001,切り花類_ばら,高知県,4,3930
2002,切り花類_ばら,高知県,353,3410
2003,切り花類_ばら,高知県,362,3340
2004,切り花類_ばら,高知県,252,1930
2005,切り花類_ばら,高知県,NA,NA
2006,切り花類_ばら,高知県,NA,NA
2007,切り花類_ばら,高知県,94,936
2008,切り花類_ばら,高知県,NA,NA
2009,切り花類_ばら,高知県,NA,NA
2010,切り花類_ばら,高知県,66,620
2011,切り花類_ばら,高知県,NA,NA
2012,切り花類_ばら,高知県,NA,NA
2013,切り花類_ばら,高知県,158,1560
2014,切り花類_ばら,高知県,NA,NA
2015,切り花類_ばら,高知県,NA,NA
2016,切り花類_ばら,高知県,130,1210
2017,切り花類_ばら,高知県,NA,NA
2018,切り花類_ばら,高知県,NA,NA
2019,切り花類_ばら,高知県,NA,NA
2020,切り花類_ばら,高知県,NA,NA
2021,切り花類_ばら,高知県,NA,NA
1985,切り花類_ばら,福岡県,24,25100
1986,切り花類_ばら,福岡県,25,25600
1987,切り花類_ばら,福岡県,26,26800
1988,切り花類_ばら,福岡県,26,27200
1989,切り花類_ばら,福岡県,28,29100
1990,切り花類_ばら,福岡県,30,29400
1991,切り花類_ばら,福岡県,31,27100
1992,切り花類_ばら,福岡県,34,33000
1993,切り花類_ばら,福岡県,34,33500
1994,切り花類_ばら,福岡県,37,35800
1995,切り花類_ばら,福岡県,36,35700
1996,切り花類_ばら,福岡県,36,35100
1997,切り花類_ばら,福岡県,36,35700
1998,切り花類_ばら,福岡県,34,34000
1999,切り花類_ばら,福岡県,33,34200
2000,切り花類_ばら,福岡県,33,33000
2001,切り花類_ばら,福岡県,32,31900
2002,切り花類_ばら,福岡県,3290,31900
2003,切り花類_ばら,福岡県,3210,30200
2004,切り花類_ばら,福岡県,3150,28800
2005,切り花類_ばら,福岡県,3100,28000
2006,切り花類_ばら,福岡県,3060,27600
2007,切り花類_ばら,福岡県,2510,23000
2008,切り花類_ばら,福岡県,2450,21900
2009,切り花類_ばら,福岡県,2370,21200
2010,切り花類_ばら,福岡県,2270,19700
2011,切り花類_ばら,福岡県,2270,19300
2012,切り花類_ばら,福岡県,2220,18900
2013,切り花類_ばら,福岡県,2220,19600
2014,切り花類_ばら,福岡県,2120,18700
2015,切り花類_ばら,福岡県,1980,17700
2016,切り花類_ばら,福岡県,1950,16600
2017,切り花類_ばら,福岡県,1900,15500
2018,切り花類_ばら,福岡県,1900,15600
2019,切り花類_ばら,福岡県,1800,15100
2020,切り花類_ばら,福岡県,1690,13800
2021,切り花類_ばら,福岡県,1600,12800
1985,切り花類_ばら,佐賀県,3,2630
1986,切り花類_ばら,佐賀県,NA,NA
1987,切り花類_ばら,佐賀県,NA,NA
1988,切り花類_ばら,佐賀県,6,5220
1989,切り花類_ばら,佐賀県,NA,NA
1990,切り花類_ばら,佐賀県,7,6400
1991,切り花類_ばら,佐賀県,8,6870
1992,切り花類_ばら,佐賀県,8,8440
1993,切り花類_ばら,佐賀県,9,7650
1994,切り花類_ばら,佐賀県,10,8750
1995,切り花類_ばら,佐賀県,10,8040
1996,切り花類_ばら,佐賀県,10,8310
1997,切り花類_ばら,佐賀県,10,8720
1998,切り花類_ばら,佐賀県,10,8540
1999,切り花類_ばら,佐賀県,10,8130
2000,切り花類_ばら,佐賀県,10,8200
2001,切り花類_ばら,佐賀県,11,8550
2002,切り花類_ばら,佐賀県,1100,8540
2003,切り花類_ばら,佐賀県,1060,7600
2004,切り花類_ばら,佐賀県,1020,7280
2005,切り花類_ばら,佐賀県,1040,6950
2006,切り花類_ばら,佐賀県,983,7100
2007,切り花類_ばら,佐賀県,974,6920
2008,切り花類_ばら,佐賀県,955,7350
2009,切り花類_ばら,佐賀県,898,7010
2010,切り花類_ばら,佐賀県,864,6950
2011,切り花類_ばら,佐賀県,885,6620
2012,切り花類_ばら,佐賀県,885,6640
2013,切り花類_ばら,佐賀県,837,6050
2014,切り花類_ばら,佐賀県,826,5900
2015,切り花類_ばら,佐賀県,829,5950
2016,切り花類_ばら,佐賀県,914,6140
2017,切り花類_ばら,佐賀県,890,6240
2018,切り花類_ばら,佐賀県,922,6490
2019,切り花類_ばら,佐賀県,965,6900
2020,切り花類_ばら,佐賀県,930,6490
2021,切り花類_ばら,佐賀県,930,6490
1985,切り花類_ばら,長崎県,6,6520
1986,切り花類_ばら,長崎県,NA,NA
1987,切り花類_ばら,長崎県,6,6660
1988,切り花類_ばら,長崎県,7,6800
1989,切り花類_ばら,長崎県,7,7700
1990,切り花類_ばら,長崎県,8,7050
1991,切り花類_ばら,長崎県,10,9140
1992,切り花類_ばら,長崎県,12,11900
1993,切り花類_ばら,長崎県,12,11400
1994,切り花類_ばら,長崎県,12,10600
1995,切り花類_ばら,長崎県,13,9650
1996,切り花類_ばら,長崎県,12,9400
1997,切り花類_ばら,長崎県,12,7790
1998,切り花類_ばら,長崎県,11,7000
1999,切り花類_ばら,長崎県,12,7910
2000,切り花類_ばら,長崎県,12,7760
2001,切り花類_ばら,長崎県,11,8060
2002,切り花類_ばら,長崎県,947,8180
2003,切り花類_ばら,長崎県,914,7320
2004,切り花類_ばら,長崎県,905,7690
2005,切り花類_ばら,長崎県,856,7240
2006,切り花類_ばら,長崎県,886,6170
2007,切り花類_ばら,長崎県,832,6420
2008,切り花類_ばら,長崎県,NA,NA
2009,切り花類_ばら,長崎県,NA,NA
2010,切り花類_ばら,長崎県,709,5170
2011,切り花類_ばら,長崎県,NA,NA
2012,切り花類_ばら,長崎県,NA,NA
2013,切り花類_ばら,長崎県,689,4650
2014,切り花類_ばら,長崎県,NA,NA
2015,切り花類_ばら,長崎県,NA,NA
2016,切り花類_ばら,長崎県,582,3840
2017,切り花類_ばら,長崎県,NA,NA
2018,切り花類_ばら,長崎県,475,2510
2019,切り花類_ばら,長崎県,443,2550
2020,切り花類_ばら,長崎県,NA,NA
2021,切り花類_ばら,長崎県,NA,NA
1985,切り花類_ばら,熊本県,10,13300
1986,切り花類_ばら,熊本県,11,12900
1987,切り花類_ばら,熊本県,13,13800
1988,切り花類_ばら,熊本県,12,15100
1989,切り花類_ばら,熊本県,14,17300
1990,切り花類_ばら,熊本県,16,18800
1991,切り花類_ばら,熊本県,18,17400
1992,切り花類_ばら,熊本県,18,17500
1993,切り花類_ばら,熊本県,18,16000
1994,切り花類_ばら,熊本県,17,17400
1995,切り花類_ばら,熊本県,17,16700
1996,切り花類_ばら,熊本県,17,16300
1997,切り花類_ばら,熊本県,17,15700
1998,切り花類_ばら,熊本県,17,15400
1999,切り花類_ばら,熊本県,16,13600
2000,切り花類_ばら,熊本県,15,13800
2001,切り花類_ばら,熊本県,14,12800
2002,切り花類_ばら,熊本県,1350,11700
2003,切り花類_ばら,熊本県,1330,11200
2004,切り花類_ばら,熊本県,1260,9740
2005,切り花類_ばら,熊本県,1170,9430
2006,切り花類_ばら,熊本県,1140,8880
2007,切り花類_ばら,熊本県,1050,9250
2008,切り花類_ばら,熊本県,1050,8450
2009,切り花類_ばら,熊本県,1050,8390
2010,切り花類_ばら,熊本県,1080,7720
2011,切り花類_ばら,熊本県,1070,6560
2012,切り花類_ばら,熊本県,1070,6060
2013,切り花類_ばら,熊本県,1030,5930
2014,切り花類_ばら,熊本県,878,5680
2015,切り花類_ばら,熊本県,766,4740
2016,切り花類_ばら,熊本県,650,3960
2017,切り花類_ばら,熊本県,600,3790
2018,切り花類_ばら,熊本県,590,3840
2019,切り花類_ばら,熊本県,570,3770
2020,切り花類_ばら,熊本県,570,3590
2021,切り花類_ばら,熊本県,565,3650
1985,切り花類_ばら,大分県,5,4610
1986,切り花類_ばら,大分県,NA,NA
1987,切り花類_ばら,大分県,NA,NA
1988,切り花類_ばら,大分県,7,4700
1989,切り花類_ばら,大分県,NA,NA
1990,切り花類_ばら,大分県,10,7540
1991,切り花類_ばら,大分県,11,7810
1992,切り花類_ばら,大分県,17,10200
1993,切り花類_ばら,大分県,20,13300
1994,切り花類_ばら,大分県,21,16500
1995,切り花類_ばら,大分県,22,17800
1996,切り花類_ばら,大分県,24,18600
1997,切り花類_ばら,大分県,24,18500
1998,切り花類_ばら,大分県,25,20000
1999,切り花類_ばら,大分県,26,20200
2000,切り花類_ばら,大分県,23,18200
2001,切り花類_ばら,大分県,22,17800
2002,切り花類_ばら,大分県,2100,17700
2003,切り花類_ばら,大分県,2070,17200
2004,切り花類_ばら,大分県,2040,16300
2005,切り花類_ばら,大分県,1920,14400
2006,切り花類_ばら,大分県,1920,14800
2007,切り花類_ばら,大分県,1910,14800
2008,切り花類_ばら,大分県,1720,12600
2009,切り花類_ばら,大分県,1710,12300
2010,切り花類_ばら,大分県,1640,10500
2011,切り花類_ばら,大分県,1530,9480
2012,切り花類_ばら,大分県,1390,7550
2013,切り花類_ばら,大分県,1350,7510
2014,切り花類_ばら,大分県,1090,6130
2015,切り花類_ばら,大分県,1030,5460
2016,切り花類_ばら,大分県,888,4180
2017,切り花類_ばら,大分県,787,3070
2018,切り花類_ばら,大分県,692,2280
2019,切り花類_ばら,大分県,399,1500
2020,切り花類_ばら,大分県,NA,NA
2021,切り花類_ばら,大分県,NA,NA
1985,切り花類_ばら,宮崎県,6,4730
1986,切り花類_ばら,宮崎県,NA,NA
1987,切り花類_ばら,宮崎県,NA,NA
1988,切り花類_ばら,宮崎県,10,8970
1989,切り花類_ばら,宮崎県,NA,NA
1990,切り花類_ばら,宮崎県,13,10900
1991,切り花類_ばら,宮崎県,14,11400
1992,切り花類_ばら,宮崎県,16,13600
1993,切り花類_ばら,宮崎県,16,11600
1994,切り花類_ばら,宮崎県,16,10500
1995,切り花類_ばら,宮崎県,16,12000
1996,切り花類_ばら,宮崎県,17,11200
1997,切り花類_ばら,宮崎県,19,13900
1998,切り花類_ばら,宮崎県,19,14300
1999,切り花類_ばら,宮崎県,17,13000
2000,切り花類_ばら,宮崎県,17,12100
2001,切り花類_ばら,宮崎県,16,11800
2002,切り花類_ばら,宮崎県,1550,10700
2003,切り花類_ばら,宮崎県,1400,9600
2004,切り花類_ばら,宮崎県,1480,9420
2005,切り花類_ばら,宮崎県,1180,7970
2006,切り花類_ばら,宮崎県,946,6470
2007,切り花類_ばら,宮崎県,885,5250
2008,切り花類_ばら,宮崎県,NA,NA
2009,切り花類_ばら,宮崎県,NA,NA
2010,切り花類_ばら,宮崎県,641,4630
2011,切り花類_ばら,宮崎県,NA,NA
2012,切り花類_ばら,宮崎県,NA,NA
2013,切り花類_ばら,宮崎県,501,2910
2014,切り花類_ばら,宮崎県,NA,NA
2015,切り花類_ばら,宮崎県,NA,NA
2016,切り花類_ばら,宮崎県,484,2730
2017,切り花類_ばら,宮崎県,NA,NA
2018,切り花類_ばら,宮崎県,NA,NA
2019,切り花類_ばら,宮崎県,371,2210
2020,切り花類_ばら,宮崎県,NA,NA
2021,切り花類_ばら,宮崎県,NA,NA
1985,切り花類_ばら,鹿児島県,4,2030
1986,切り花類_ばら,鹿児島県,NA,NA
1987,切り花類_ばら,鹿児島県,NA,NA
1988,切り花類_ばら,鹿児島県,5,4610
1989,切り花類_ばら,鹿児島県,NA,NA
1990,切り花類_ばら,鹿児島県,6,5210
1991,切り花類_ばら,鹿児島県,6,5720
1992,切り花類_ばら,鹿児島県,7,6870
1993,切り花類_ばら,鹿児島県,7,6060
1994,切り花類_ばら,鹿児島県,7,7160
1995,切り花類_ばら,鹿児島県,7,7000
1996,切り花類_ばら,鹿児島県,8,8040
1997,切り花類_ばら,鹿児島県,7,6680
1998,切り花類_ばら,鹿児島県,5,4460
1999,切り花類_ばら,鹿児島県,6,4940
2000,切り花類_ばら,鹿児島県,7,5740
2001,切り花類_ばら,鹿児島県,6,5400
2002,切り花類_ばら,鹿児島県,601,5240
2003,切り花類_ばら,鹿児島県,545,4520
2004,切り花類_ばら,鹿児島県,561,4430
2005,切り花類_ばら,鹿児島県,NA,NA
2006,切り花類_ばら,鹿児島県,NA,NA
2007,切り花類_ばら,鹿児島県,542,4300
2008,切り花類_ばら,鹿児島県,NA,NA
2009,切り花類_ばら,鹿児島県,NA,NA
2010,切り花類_ばら,鹿児島県,542,4140
2011,切り花類_ばら,鹿児島県,NA,NA
2012,切り花類_ばら,鹿児島県,NA,NA
2013,切り花類_ばら,鹿児島県,542,3800
2014,切り花類_ばら,鹿児島県,NA,NA
2015,切り花類_ばら,鹿児島県,NA,NA
2016,切り花類_ばら,鹿児島県,480,3440
2017,切り花類_ばら,鹿児島県,NA,NA
2018,切り花類_ばら,鹿児島県,NA,NA
2019,切り花類_ばら,鹿児島県,430,3110
2020,切り花類_ばら,鹿児島県,NA,NA
2021,切り花類_ばら,鹿児島県,NA,NA
1985,切り花類_ばら,沖縄県,6,1970
1986,切り花類_ばら,沖縄県,NA,NA
1987,切り花類_ばら,沖縄県,NA,NA
1988,切り花類_ばら,沖縄県,6,2300
1989,切り花類_ばら,沖縄県,NA,NA
1990,切り花類_ばら,沖縄県,6,2190
1991,切り花類_ばら,沖縄県,6,1450
1992,切り花類_ばら,沖縄県,5,1540
1993,切り花類_ばら,沖縄県,6,1880
1994,切り花類_ばら,沖縄県,4,1300
1995,切り花類_ばら,沖縄県,3,1050
1996,切り花類_ばら,沖縄県,3,856
1997,切り花類_ばら,沖縄県,2,771
1998,切り花類_ばら,沖縄県,3,994
1999,切り花類_ばら,沖縄県,4,1250
2000,切り花類_ばら,沖縄県,4,1410
2001,切り花類_ばら,沖縄県,4,1400
2002,切り花類_ばら,沖縄県,422,1520
2003,切り花類_ばら,沖縄県,360,1120
2004,切り花類_ばら,沖縄県,252,763
2005,切り花類_ばら,沖縄県,NA,NA
2006,切り花類_ばら,沖縄県,NA,NA
2007,切り花類_ばら,沖縄県,251,744
2008,切り花類_ばら,沖縄県,NA,NA
2009,切り花類_ばら,沖縄県,NA,NA
2010,切り花類_ばら,沖縄県,99,555
2011,切り花類_ばら,沖縄県,NA,NA
2012,切り花類_ばら,沖縄県,NA,NA
2013,切り花類_ばら,沖縄県,92,474
2014,切り花類_ばら,沖縄県,NA,NA
